"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Quartero"
	"DOTA_VisualNovel_seasonal_quartero_Heading_generic"		"Quartero - Cabeçalho"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-1_Quartero_0"		"Bem-vindo às Curiosidades do Quartero!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-2_Quartero_0"		"Quartero, o Mãos-Largas, sempre ao dispor!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-3_Quartero_0"		"Bem-vindo, herói! Vem, aproxima-te!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-4_Quartero_0"		"O único senão... é que NÃO HÁ senão! Então é um senão no total!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-5_Quartero_0"		"Tudo o que tenho aqui é tão bom que nem tem preço! E se não tem preço, é de graça!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-6_Quartero_0"		"Curiosidades do Quartero! Raridades de um valor tão inestimável que são de graça!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-7_Quartero_0"		"A minha maldição é a tua cornucópia!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-8_Quartero_0"		"Os meus tesouros não têm preço! Literalmente!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-9_Quartero_0"		"Aproxima-te!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-10_Quartero_0"		"O meu humilde empório à beira da estrada dá-te as boas-vindas! Aproxima-te!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-11_Quartero_0"		"Tudo isto pode ser teu!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-12_Quartero_0"		"Contarei a história trágica da minha vida se pedires! Ou até se não!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-13_Quartero_0"		"A minha generosidade não tem limites!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-14_Quartero_0"		"Ah, um herói! Mesmo o tipo de cliente que não consigo recusar!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-15_Quartero_0"		"Todos estes conjuntos de itens... e nenhuma etiqueta de preço à vista!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-16_Quartero_0"		"Espólios e tesouros para reis e conquistadores!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-17_Quartero_0"		"A minha generosidade não tem limites! Graças a uma maldição sobrenatural!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-18_Quartero_0"		"A minha generosidade não tem limites! Quer eu goste quer não!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-19_Quartero_0"		"As Curiosidades do Quartero dão-te as boas-vindas! Onde tudo é GRÁTIS e sou obrigado por lei a fingir que estou de acordo com isso."
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-20_Quartero_0"		"Chamo-me Quartero! É só pedir e eu conto-te a história trágica da minha vida!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-21_Quartero_0"		"A história trágica da minha vida está incluída gratuitamente com cada compra!"
	"DOTA_VisualNovel_seasonal_fall_2025_Actor_Quartero"		"Quartero"
